流域面积,相对高差,平均坡度,ndvi,clay,sand,silt,一级道路密度,二级道路密度,三级道路密度,四级道路密度,高速公路密度,铁路密度,断裂带密度,雨季降雨量均值,暴雨数量,特大暴雨数量,大暴雨数量,大雨数量,发生
15.5165997,2030,33.0722008,0.688349,33.3846016,38.846199,27.7691994,0,0.0048553,0,0.0014117,0,0,0.0058418,5.5601301,0.132914,0.132914,0.132914,0.132914,1
45.9704018,3041,33.7052994,0.64635,23.4564991,45.043499,31.5,0,0,0,0.0004784,0,0,0.0011887,5.1551299,0.393779,0.393779,0.393779,0.393779,1
40.081501,2809,35.6302986,0.604482,24.2973003,43.7837982,31.9188995,0,0,0,0.0005511,0,0,0.0002718,5.97013,0.343335,0.343335,0.343335,0.343335,1
24.3663006,2907,37.145401,0.661651,26.2609005,43.7826004,29.9564991,0,0.0011259,0,0.0009092,0,0,0.0031833,5.3057699,0.20872,0.20872,0.20872,0.20872,1
1.42325,811,23.7852993,-0.0635271,27,41,32,0,0,0,0.0155895,0,0,0.0032875,6.13275,0.0121914,0.0121914,0.0121914,0.0121914,0
18.0359993,2306,32.2551994,0.690153,29.6842003,40.0526009,30.2632008,0,0.0032755,0,0.0012363,0,0,0.0043438,5.6454802,0.154495,0.154495,0.154495,0.154495,1
27.8050003,3095,33.766201,0.655763,27.1537991,40.846199,32,0,0.0520305,0,0.0008052,0,0,0.0007088,5.3791299,0.238176,0.238176,0.238176,0.238176,1
134.5019989,2826,29.8791008,0.579263,22.0944996,44.4566994,33.4487991,0,0.0004877,0.0003501,0.0001684,0,0,0.0000318,4.9840598,2,2,2,2,1
50.9889984,2671,32.3409004,0.519493,24.1303997,44.043499,31.8260994,0,0,0,0.0004441,0,0,0.0020953,6.1145802,0.436768,0.436768,0.436768,0.436768,1
2.6887801,873,32.8320999,0.686431,36,39,25,0,0,0,0.0084302,0,0,0.0997064,5.5637298,0.0230319,0.0230319,0.0230319,0.0230319,1
32.9389992,2854,32.4357986,0.673224,29.0587997,40.5587997,30.3824005,0,0.0025107,0,0.0006883,0,0,0.0033723,5.4910898,0.282153,0.282153,0.282153,0.282153,1
26.3227997,3028,33.6957016,0.609853,22.8845997,44.3077011,32.8077011,0,0,0,0.0008666,0,0,0.0084866,5.2486901,0.225479,0.225479,0.225479,0.225479,1
1.6946,468,26.9719009,-0.2,27,41,32,0,0,0,0.0134665,0,0,0.0111408,6.1009798,0.0145158,0.0145158,0.0145158,0.0145158,0
41.5690002,2531,34.8684006,0.557173,23.8999996,44.4749985,31.625,0,0,0,0.0005494,0,0,0.0018635,5.9114199,0.356077,0.356077,0.356077,0.356077,0
36.4916,2386,30.7343006,0.688879,31.4473991,38.8684006,29.6842003,0,0.0002012,0,0.0006262,0,0,0.0001643,5.5586901,0.312584,0.312584,0.312584,0.312584,1
0.403073,276,14.6229,0.278475,36,39,25,0,0.0913752,0,0.0570091,0,0,0.470677,5.5050802,0.0034527,0.0034527,0.0034527,0.0034527,1
50.8069992,2991,34.0138016,0.621243,22.4792004,43.2708015,34.25,0,0.0004341,0,0.0004549,0,0,0.0002786,5.1048102,0.435209,0.435209,0.435209,0.435209,1
42.1908989,2840,34.449501,0.592737,24.4633999,44.902401,30.6341,0,0.000398,0,0.0005491,0,0,0.0011346,5.7170701,0.361404,0.361404,0.361404,0.361404,1
38.9244995,3026,33.3627014,0.63073,29.8649006,39.2703018,30.8649006,0,0.0004292,0,0.0005978,0,0,0.0051558,5.4211998,0.333424,0.333424,0.333424,0.333424,1
1.36142,380,26.2035999,0.0040003,22,42.5,35.5,0,0,0,0.0171317,0,0,0.0331254,5.79705,0.0116619,0.0116619,0.0116619,0.0116619,0
30.9368,2156,32.4291,0.449385,22.4230995,46.653801,30.9230995,0,0,0,0.0007592,0,0,0.0059517,5.8285298,0.265002,0.265002,0.265002,0.265002,1
21.9165993,2312,34.8638,0.752692,26.1000004,39.5,34.4000015,0,0.0014093,0,0.0010752,0,0,0.0056761,5.6290698,0.187736,0.187736,0.187736,0.187736,1
80.4175034,2152,32.2542,0.594298,21.0886002,45.7341995,33.1772003,0,0,0,0.0002937,0,0,0.001428,4.8552198,0.68885,0.68885,0.68885,0.68885,1
39.4224014,2985,33.3796005,0.648264,30.1315994,40.7631989,29.1053009,0,0.0006398,0,0.0005993,0,0,0.0094177,5.3854599,0.337689,0.337689,0.337689,0.337689,1
37.5671005,2153,30.7021999,0.449356,21.8918991,46.7027016,31.4053993,0,0,0,0.0006376,0,0,0.0015711,5.92485,0.321797,0.321797,0.321797,0.321797,1
28.2446003,2330,34.4208984,0.686548,29.4286003,40.1428986,30.4286003,0,0.0391283,0,0.0008499,0,0,0.0002498,5.4742599,0.241941,0.241941,0.241941,0.241941,1
97.754097,3201,33.3974991,0.609664,22.5806007,44.344101,33.0752983,0,0.0007758,0,0.0002459,0,0,0.000227,4.9147201,0.837354,0.837354,0.837354,0.837354,1
25.6700993,2887,37.0130997,0.658083,24.2381001,45.5713997,30.1905003,0,0.0014498,0,0.0009417,0,0,0.0001746,5.00318,0.219888,0.219888,0.219888,0.219888,1
4.3540101,1645,32.702301,0.677077,36,39,25,0,0.0115294,0,0.0055529,0,0,0.0471054,5.4652801,0.0372961,0.0372961,0.0372961,0.0372961,1
6.8533702,2275,31.5895004,0.602432,29.1429005,40.1428986,30.7143002,0,0.0156797,0,0.0035349,0,0,0.0074071,5.4403901,0.0587054,0.0587054,0.0587054,0.0587054,1
106.1500015,2784,32.5994987,0.572013,24.3700008,43.7400017,31.8899994,0,0.0136154,0,0.0002291,0,0,0.0003427,4.7444301,0.909272,0.909272,0.909272,0.909272,1
52.0749016,2929,33.3260002,0.589183,25.5384998,43.3653984,31.0962009,0,0.0154584,0,0.0004679,0,0,0.0019547,5.7550802,0.44607,0.44607,0.44607,0.44607,1
22.2954998,2681,31.9972992,0.713821,24.6364002,45.3636017,30,0,0.0017359,0,0.0011006,0,0,0.0018804,5.4952202,0.190982,0.190982,0.190982,0.190982,1
45.6749992,3169,35.4353981,0.628768,23.8889008,45.3555984,30.7556,0,0.0007797,0,0.0005379,0,0,0.0004159,4.7922802,0.391248,0.391248,0.391248,0.391248,1
2.47137,1103,32.2831001,0.595369,36,39,25,0,0.0107175,0,0.0099505,0,0,0.0583118,5.2345099,0.0211695,0.0211695,0.0211695,0.0211695,1
1.2376,341,22.2173996,-0.2,18.8388004,43.4483986,37.7127991,0,0,0,0.0199208,0,0,0.0394873,5.8602901,0.0106012,0.0106012,0.0106012,0.0106012,0
0.125505,355,27.6618004,0.587033,36,39,25,0,0.457517,0,0.196458,0,0,0.0859085,5.2345099,0.0010751,0.0010751,0.0010751,0.0010751,1
22.1159,2324,34.5708008,0.680998,28.4500008,41.25,30.2999992,0,0.0028388,0,0.0011152,0,0,0.0002884,5.2695999,0.189443,0.189443,0.189443,0.189443,1
35.1954002,2445,33.5834007,0.588808,21.2646999,44.9412003,33.7941017,0,0,0,0.0007028,0,0,0.0039965,4.52706,0.301481,0.301481,0.301481,0.301481,1
53.3521996,3166,34.7043991,0.602165,23.6604004,44.7736015,31.566,0,0.000364,0,0.0004656,0,0,0.0013449,4.71347,0.457011,0.457011,0.457011,0.457011,1
0.739034,401,27.2733002,-0.2,17,44,39,0,0,0,0.0338283,0,0,0.0362156,5.7124801,0.0063305,0.0063305,0.0063305,0.0063305,0
95.9309006,2874,33.3325996,0.577123,23.9888,44.089901,31.9213009,0,0.0000435,0,0.000261,0,0,0.0003318,5.4734902,2,2,2,2,1
43.5808983,2442,31.3372002,0.608495,23.0697994,44.2790985,32.6511993,0,0,0,0.0005751,0,0,0.0002917,4.4799399,0.37331,0.37331,0.37331,0.37331,1
36.4101982,2345,36.776001,0.671832,32.5758018,39.9393997,27.4848003,0,0.0847385,0,0.0006902,0,0,0.0008205,5.1511598,0.311887,0.311887,0.311887,0.311887,1
0.362657,483,24.9930992,0.505397,36,39,25,0,0,0,0.0692895,0,0,0.444814,5.19382,0.0031065,0.0031065,0.0031065,0.0031065,0
31.9519997,3099,36.8074989,0.673468,25.3938999,43.6363983,30.9696999,0,0,0,0.0007869,0,0,0.0001299,4.6628499,0.273699,0.273699,0.273699,0.273699,1
60.7122993,2904,34.019001,0.590438,24.1863995,44.2881012,31.5254002,0,0,0,0.0004162,0,0,0.0003349,5.4053202,0.520057,0.520057,0.520057,0.520057,1
45.6730003,2609,29.8834991,0.603164,24.1590996,44.1136017,31.7273006,0,0.0111704,0,0.0005551,0,0,0.0033279,4.4527702,0.391231,0.391231,0.391231,0.391231,1
57.7472,2658,32.4421997,0.647851,22.4545002,44.9272995,32.6181984,0,0,0,0.0004394,0,0,0.0001875,4.5222402,0.494658,0.494658,0.494658,0.494658,1
25.1455002,2238,34.6274986,0.70328,30.6522007,40.0870018,29.2609005,0,0,0,0.0010089,0,0,0.0300166,5.12432,0.215394,0.215394,0.215394,0.215394,1
8.15135,1802,36.8832016,0.72781,31.1429005,38.7142982,30.1429005,0,0,0,0.0031221,0,0,0.0177853,4.6943102,0.0698238,0.0698238,0.0698238,0.0698238,1
13.2163,1954,33.5611,0.669612,33.0769005,40.0769005,26.8462009,0,0.0717733,0,0.0019354,0,0,0.0316137,5.1318002,0.11321,0.11321,0.11321,0.11321,1
26.4979,2260,32.9296989,0.654931,22.0400009,47.7200012,30.2399998,0,0,0,0.0009652,0,0,0.0165179,5.43361,0.226979,0.226979,0.226979,0.226979,1
23.1072998,2512,34.1771011,0.699422,23.7726994,46.0455017,30.1818008,0,0,0,0.0011092,0,0,0.002997,4.47294,0.197935,0.197935,0.197935,0.197935,0
1.1488,401,22.0526009,-0.2,19.5205994,43.2438011,37.2355995,0,0,0,0.0223241,0,0,0.0485118,5.6586299,0.0098405,0.0098405,0.0098405,0.0098405,0
1.84385,1238,34.6268005,0.656001,31,36,33,0,0.867966,0,0.0139338,0,0,0.0946972,5.1774201,0.0157943,0.0157943,0.0157943,0.0157943,1
26.5489006,2658,34.9244003,0.702729,29.7600002,40.2400017,30,0,0.0076438,0,0.0009706,0,0,0.0004064,4.6958499,0.227415,0.227415,0.227415,0.227415,1
2.89692,1422,33.9053993,0.719932,32.6666985,37,30.3332996,0,0.690437,0,0.0089039,0,0,0.0278302,5.1772799,0.0248148,0.0248148,0.0248148,0.0248148,0
19.1802006,2271,35.7209015,0.749495,26.9473991,41.3157997,31.7367992,0,0,0,0.0013453,0,0,0.0024273,5.1763802,0.164296,0.164296,0.164296,0.164296,1
42.7680016,2664,29.4988995,0.601084,22,44.4878006,33.5121994,0,0.0138291,0,0.000604,0,0,0.0003013,4.4232502,0.366347,0.366347,0.366347,0.366347,1
5.81915,1288,34.4085007,0.646066,36,39,25,0,0.21077,0,0.00447,0,0,0.0059945,5.1350198,0.0498464,0.0498464,0.0498464,0.0498464,1
29.8285999,2268,31.7903996,0.637632,22.6070995,45.5357018,31.8570995,0,0,0,0.0008733,0,0,0.0066662,4.4749899,0.25551,0.25551,0.25551,0.25551,1
52.5541,2286,34.1172981,0.464767,22.7560997,44.8536987,32.3902016,0,0,0,0.000496,0,0,0.0000949,5.54916,0.450174,0.450174,0.450174,0.450174,1
19.4958,2418,35.3772011,0.70374,28.4500008,39.2000008,32.3499985,0,0.0004998,0,0.0013416,0,0,0.0095565,4.6873002,0.167,0.167,0.167,0.167,1
36.0768013,2969,35.0049019,0.719629,25.5293999,43.4118004,31.0587997,0,0,0,0.000726,0,0,0.0064726,5.22786,0.309031,0.309031,0.309031,0.309031,1
53.1060982,2682,28.9850006,0.560811,25.1765003,42.9412003,31.8824005,0,0.0026168,0,0.0004948,0,0,0.0009867,4.3817501,0.454903,0.454903,0.454903,0.454903,1
25.2985001,2108,35.5833015,0.687178,31.0384998,39.1153984,29.8462009,0,0.0026805,0,0.001042,0,0,0.0045302,5.02982,0.216705,0.216705,0.216705,0.216705,1
0.789433,376,25.5370998,-0.2,17,44,39,0,0,0,0.0334296,0,0,0.0066343,5.5332699,0.0067622,0.0067622,0.0067622,0.0067622,0
23.3903008,2229,34.1505013,0.655241,24,42.9048004,33.0951996,0,0,0,0.0011306,0,0,0.0015864,4.4767098,0.200359,0.200359,0.200359,0.200359,0
34.8408012,2682,29.7674007,0.595896,25.6970005,41.6666985,32.6363983,0,0.0033832,0,0.0007611,0,0,0.0025378,4.3901401,0.298443,0.298443,0.298443,0.298443,1
33.7058983,3130,34.4015007,0.669313,26.8125,43.0312996,30.1562996,0,0.003912,0,0.0007936,0,0,0.0000825,4.6084599,0.288722,0.288722,0.288722,0.288722,1
0.736192,245,22.4731007,-0.0965532,19.6695995,43.1991005,37.1313019,0,0,0,0.0364158,0,0,0.0656741,5.4739499,0.0063062,0.0063062,0.0063062,0.0063062,0
28.1709995,2665,35.4182014,0.673583,27.9615002,42.0385017,30,0,0.0289083,0,0.0009521,0,0,0.0016532,5.1431699,0.241311,0.241311,0.241311,0.241311,1
35.5449982,2707,26.8761997,0.610079,22.2856998,43.5429001,34.1713982,0,0.0005208,0,0.0007557,0,0,0.0004984,4.39434,0.304476,0.304476,0.304476,0.304476,1
11.9054003,1782,35.2126999,0.626296,34,39.3333015,26.6667004,0,0.0071666,0,0.0022655,0,0,0.0004731,5.0917001,0.101981,0.101981,0.101981,0.101981,1
99.7873993,3102,33.2554016,0.634982,23,44.763401,32.236599,0,0.0011329,0,0.0002711,0,0,0.0010547,5.3813601,0.854771,0.854771,0.854771,0.854771,1
0.713043,685,28.8908005,0.477024,36,39,25,0,0,0,0.0380241,0,0,0.515042,5.0771399,0.0061079,0.0061079,0.0061079,0.0061079,1
46.467701,3081,34.8992004,0.643552,24.9318008,44.0681992,31,0,0.0000029,0,0.0005839,0,0,0.0016875,4.5750799,0.398038,0.398038,0.398038,0.398038,1
25.3806992,3099,31.9403,0.621758,26.7600002,41.9199982,31.3199997,0,0.0696766,0,0.0010795,0,0,0.0023976,4.6361799,0.217409,0.217409,0.217409,0.217409,1
47.7638016,3113,33.6383018,0.632176,23.2444,44.2221985,32.5332985,0,0.102949,0,0.0005739,0,0,0.0003367,5.3105698,0.409141,0.409141,0.409141,0.409141,1
44.5789986,2625,28.030899,0.609783,25.6667004,41.2142982,33.1189995,0,0.0003557,0,0.0006162,0,0,0.0002241,4.4190698,0.38186,0.38186,0.38186,0.38186,1
10.8458004,1656,34.7602997,0.604962,36,39,25,0,0.003429,0,0.002534,0,0,0.0006767,5.0771399,0.0929039,0.0929039,0.0929039,0.0929039,1
1.12122,1373,37.8274002,0.505088,36,39,25,0,0.0860271,0,0.0245523,0,0,0.0282754,5.0771399,0.0096043,0.0096043,0.0096043,0.0096043,1
0.664704,318,23.2782001,-0.2,17,44,39,0,0,0,0.041425,0,0,0.0119527,5.4933701,0.0056938,0.0056938,0.0056938,0.0056938,0
30.9528008,2621,28.8360996,0.579249,26.3103008,40.4827995,33.2069016,0,0.017034,0,0.0008905,0,0,0.0014795,4.4123201,0.265139,0.265139,0.265139,0.265139,1
27.2159004,2725,34.6520996,0.725643,24.6667004,45.296299,30.0370007,0,0.0034246,0,0.001016,0,0,0.0003782,5.16925,0.233129,0.233129,0.233129,0.233129,1
14.0813999,2245,36.4996986,0.623276,32.7999992,39.5332985,27.6667004,0,0.535806,0,0.0019723,0,0,0.0251554,5.0771399,0.12062,0.12062,0.12062,0.12062,1
33.5027008,2547,27.9573994,0.636068,26.2812996,40.1875,33.5312996,0,0,0,0.0008316,0,0,0.0023865,4.4184599,0.286982,0.286982,0.286982,0.286982,1
63.0220985,3105,32.9320984,0.618603,26.0333004,42.4000015,31.5667,0,0.0016028,0,0.0004422,0,0,0.0007258,4.6126599,0.539842,0.539842,0.539842,0.539842,1
15.3725996,2031,37.8871002,0.620463,33.8571014,37.7142982,28.4286003,0,0.0032982,0,0.0018317,0,0,0.0069477,5.1108298,0.13168,0.13168,0.13168,0.13168,1
0.839907,477,26.8122997,0.268244,17,44,39,0,0,0,0.0335634,0,0,0.0051318,5.9603601,0.0071946,0.0071946,0.0071946,0.0071946,0
88.4766006,3141,34.4435997,0.62683,24.9633999,43.1707001,31.8659,0,0.0142979,0,0.0003188,0,0,0.0000724,5.4031901,0.757884,0.757884,0.757884,0.757884,1
22.4986,2019,32.8987007,0.633163,23.3477993,43.6521988,33,0,0,0,0.0012549,0,0,0.0006527,4.6617899,0.192721,0.192721,0.192721,0.192721,1
40.9542999,2513,26.7476997,0.593006,24.4249992,43.5999985,31.9750004,0,0.0005487,0,0.0006909,0,0,0.002889,4.4398799,0.350811,0.350811,0.350811,0.350811,1
23.1387005,2030,30.8826008,0.661803,24.1364002,45.4544983,30.4090996,0,0,0,0.0012375,0,0,0.0019846,4.6625299,0.198204,0.198204,0.198204,0.198204,0
41.4449005,2425,35.1683006,0.656717,28.0277996,40.9166985,31.0555992,0,0.185216,0,0.0006915,0,0,0.0030579,4.89327,0.355014,0.355014,0.355014,0.355014,1
35.2201996,2522,26.0032005,0.586283,22.8125,44.4375,32.75,0,0.0015642,0,0.0008154,0,0,0.0086091,4.4256301,0.301693,0.301693,0.301693,0.301693,1
38.6136017,2505,36.2299995,0.615121,33.0999985,38.25,28.6499996,0,0.0124008,0,0.0007439,0,0,0.0005424,5.1164799,0.330761,0.330761,0.330761,0.330761,1
2.5646701,999,37.5844994,0.647221,41.3333015,34.3333015,24.3332996,0,0,0,0.011234,0,0,0.0056,5.1354098,0.0219687,0.0219687,0.0219687,0.0219687,1
141.9839935,2977,33.1038017,0.570298,22.7266006,43.6562996,33.6171989,0,0.0009616,0,0.0002042,0,0,0.0000178,5.74053,1.21622,1.21622,1.21622,1.21622,1
26.9157009,2826,36.2374001,0.701033,24.1154003,42.8077011,33.0769005,0,0.0002511,0,0.0010839,0,0,0.005423,5.4423299,0.230558,0.230558,0.230558,0.230558,1
43.4412994,2314,27.5856991,0.601035,25.8292999,43.2682991,30.9023991,0,0.0002979,0,0.0006766,0,0,0.0009395,4.4654198,0.372114,0.372114,0.372114,0.372114,1
79.7889023,2725,30.4549999,0.625256,25.8132992,43.3333015,30.8533001,0,0.0283801,0,0.000369,0,0,0.0000633,4.6830902,0.683466,0.683466,0.683466,0.683466,1
58.4398994,2617,34.7447014,0.662872,32.4286003,39.3392982,28.2320995,0,0.0003736,0,0.0005057,0,0,0.0004791,5.1696301,0.500591,0.500591,0.500591,0.500591,1
17.1819,1902,33.7279015,0.616853,35.2941017,37.8824005,26.8234997,0,0.268403,0,0.0017306,0,0,0.0148579,5.0577598,0.147179,0.147179,0.147179,0.147179,1
57.5368004,2450,28.2227993,0.543417,25.7458,42.4746017,31.7796993,0,0.000069,0,0.00052,0,0,0.0010329,4.5090299,2,2,2,2,1
31.2801991,2139,35.1194,0.653445,36.0625,36.5,27.4375,0,0.0086858,0,0.0009598,0,0,0.0006198,5.0792298,0.267944,0.267944,0.267944,0.267944,1
0.839383,360,21.0245991,-0.2,17,44,39,0,0,0,0.0357628,0,0,0.126844,5.9259901,0.0071901,0.0071901,0.0071901,0.0071901,0
81.0076981,3197,30.8080006,0.570674,23.2894993,44.6053009,32.1053009,0,0.0001108,0,0.0003739,0,0,0.0000973,5.5341802,0.693905,0.693905,0.693905,0.693905,1
25.6646996,2277,24.5625,0.593333,22.5652008,43.2173996,34.2173996,0,0,0,0.0011811,0,0,0.0052694,4.5169101,0.219842,0.219842,0.219842,0.219842,1
13.4217997,1906,33.0621986,0.594975,41.3077011,27.2308006,31.4615002,0,0.0160045,0,0.0022666,0,0,0.0418621,5.0720601,0.11497,0.11497,0.11497,0.11497,1
1.1487401,795,31.9997005,0.504418,44.9023018,21.1721001,33.9255981,0,0.0088447,0,0.0265983,0,0,0.037311,5.1545801,0.00984,0.00984,0.00984,0.00984,1
24.7367001,2239,29.2870998,0.627456,24.6667004,43.4583015,31.875,0,0,0,0.0012394,0,0,0.0004764,4.5784302,0.211893,0.211893,0.211893,0.211893,1
32.0229988,2058,31.905899,0.411308,20.1429005,45.5,34.3571014,0,0,0,0.000958,0,0,0.0008976,5.6696501,0.274306,0.274306,0.274306,0.274306,0
31.7481995,2753,35.1096001,0.715713,28.7143002,38.6786003,32.6071014,0,0.0031773,0,0.0009745,0,0,0.0029484,5.5016198,0.271953,0.271953,0.271953,0.271953,1
83.3707962,2521,30.1592007,0.644955,25.8395004,43.0247002,31.1357994,0,0.198159,0,0.0003719,0,0,0.0010839,4.7093501,0.714147,0.714147,0.714147,0.714147,1
52.151001,2758,33.0667,0.668965,26.8491001,41.2453003,31.9057007,0,0.0147467,0,0.0005949,0,0,0.0002503,4.85182,0.446721,0.446721,0.446721,0.446721,1
33.1362,2816,33.1332016,0.635594,33.5484009,35.8709984,30.5806007,0,0.0013529,0,0.0009449,0,0,0.0036577,5.0756001,0.283842,0.283842,0.283842,0.283842,1
0.673053,2402,21.8444004,0.254064,17.5573997,43.6108017,38.8317986,0,0,0,0.0465373,0,0,0.0089524,6.3073001,0.0057653,0.0057653,0.0057653,0.0057653,0
24.9459991,2275,27.8628998,0.641581,25.3332996,43.2083015,31.4582996,0,0,0,0.0012588,0,0,0.000817,4.66366,0.213685,0.213685,0.213685,0.213685,1
8.7443399,2241,32.2857018,0.55877,36.7142982,32.5713997,30.7143002,0,0.345018,0,0.0036037,0,0,0.0010132,5.1545801,0.0749033,0.0749033,0.0749033,0.0749033,1
39.6954002,2012,29.4528999,0.63907,20.5135002,46.8648987,32.6216011,0,0,0,0.0007955,0,0,0.0007294,5.9268498,0.340028,0.340028,0.340028,0.340028,1
36.2000999,3011,36.0477982,0.728964,26.1350994,40.9459,32.9188995,0,0.0025358,0,0.0008798,0,0,0.0046353,5.6076102,0.310088,0.310088,0.310088,0.310088,1
46.9726982,2201,26.6215992,0.697769,24.4680996,44.6383018,30.8936005,0,0,0,0.0006816,0,0,0.000171,4.6631699,0.402364,0.402364,0.402364,0.402364,1
60.9075012,2994,30.3752995,0.658232,23.1310997,45.7868996,31.0820007,0,0.0086373,0,0.0005256,0,0,0.0002155,4.8705001,0.521729,0.521729,0.521729,0.521729,1
55.8292999,2324,32.0928001,0.654612,36.7058983,32.1568985,31.1373005,0,0.0003555,0,0.0005775,0,0,0.0000574,5.3735399,0.478229,0.478229,0.478229,0.478229,1
1.31929,1031,24.7773991,0.500973,43.9065018,25.7635994,30.3297997,0,0.0547787,0,0.0245733,0,0,0.0153224,5.3295798,0.0113009,0.0113009,0.0113009,0.0113009,1
59.0018997,2856,33.0738983,0.688655,28.8596001,41.6491013,29.4911995,0,0.0074893,0,0.0005517,0,0,0.000555,5.0139499,0.505405,0.505405,0.505405,0.505405,0
4.8024201,1509,33.3321991,0.586056,42.5,27.75,29.75,0,0.0075337,0,0.0067803,0,0,0.0174574,5.3295798,0.0411371,0.0411371,0.0411371,0.0411371,1
2.25243,1042,27.7275009,0.545313,45,20,35,0,0.170117,0,0.0145073,0,0,0.0268381,5.3295798,0.0192941,0.0192941,0.0192941,0.0192941,1
113.7480011,3163,28.9747009,0.709806,24.3540001,42.2300987,33.4159012,0,0.0026593,0,0.0002875,0,0,0.0030425,5.9670701,0.97436,0.97436,0.97436,0.97436,1
4.1620998,1055,32.6958008,0.644225,44,32,24,0,0.0922472,0,0.0078613,0,0,0.045945,5.3295798,0.0356522,0.0356522,0.0356522,0.0356522,1
29.3812008,2187,28.5249996,0.701587,30.2413998,39.1724014,30.5862007,0,0.0048451,0,0.0011179,0,0,0.000729,5.6946101,0.251677,0.251677,0.251677,0.251677,1
72.5193024,2118,27.4808998,0.666923,24.2000008,42.1286011,33.6713982,0,0.0007155,0,0.0004535,0,0,0.0006267,6.4163299,0.621195,0.621195,0.621195,0.621195,0
68.3836975,1504,24.4137001,0.683811,22.7187996,46.0469017,31.2343998,0,0,0,0.0004819,0,0,0.0014194,4.8907199,0.585769,0.585769,0.585769,0.585769,1
31.1791992,2446,30.5874996,0.656452,28.3938999,41.2727013,30.3332996,0,0.006872,0,0.0010625,0,0,0.0033825,5.0462799,0.267079,0.267079,0.267079,0.267079,1
89.0406036,2206,31.3512993,0.61663,30.6000004,40.4110985,28.9888992,0,0,0,0.0003724,0,0,0.0012646,5.03227,0.762714,0.762714,0.762714,0.762714,1
27.1944008,1579,30.3553009,0.611034,42.2799988,27.7199993,30,0,0.002931,0,0.0012246,0,0,0.0005705,5.3509402,0.232945,0.232945,0.232945,0.232945,1
39.5820999,2382,29.1854992,0.708436,31.1537991,38.6153984,30.2308006,0,0.0004166,0,0.0008421,0,0,0.0005277,5.75107,0.339057,0.339057,0.339057,0.339057,1
0.321432,251,19.8593006,0.377332,44.973999,20.3118,34.7141991,0,0.365868,0,0.103783,0,0,0.0632209,5.4552698,0.0027534,0.0027534,0.0027534,0.0027534,1
31.0461998,2467,31.1177998,0.689455,28.5484009,42.8064003,28.6452007,0,0.160069,0,0.0010774,0,0,0.0015815,5.2590799,0.26594,0.26594,0.26594,0.26594,0
30.9438,1321,24.3535995,0.678998,23.1667004,44.6333008,32.2000008,0,0,0,0.0010815,0,0,0.0113052,4.9390302,0.265062,0.265062,0.265062,0.265062,0
49.5918999,2480,31.7957001,0.73833,26.1457996,43.7708015,30.0832996,0,0.0153743,0,0.0006769,0,0,0.0004072,6.2080302,0.4248,0.4248,0.4248,0.4248,1
2.5423601,1096,29.7999992,0.516643,44.6666985,24,31.3332996,0,0.0706228,0,0.0132081,0,0,0.0046381,5.5130301,0.0217776,0.0217776,0.0217776,0.0217776,1
23.7635994,2122,30.9985008,0.661038,34.3042984,37.7826004,27.9130001,0,0.0102977,0,0.0014186,0,0,0.0005312,5.4581699,0.203557,0.203557,0.203557,0.203557,1
13.3825998,1713,27.2579994,0.580947,24.2222004,42.5555992,33.2221985,0,0,0,0.0025292,0,0,0.0009822,6.4576201,0.114634,0.114634,0.114634,0.114634,0
28.7919998,1707,28.1856995,0.638537,38.4444008,33.296299,28.2593002,0,0.0013679,0,0.0011868,0,0,0.0026363,5.6874299,0.24663,0.24663,0.24663,0.24663,1
31.4248009,2536,28.4729996,0.731887,33.2902985,34.4838982,32.2257996,0,0.0344106,0,0.0010877,0,0,0.0022684,5.9628,0.269183,0.269183,0.269183,0.269183,1
28.7604008,2304,24.4622002,0.553935,26.4615002,42.4614983,31.0769005,0,0.0027183,0,0.0011892,0,0,0.0015469,6.3531199,0.246359,0.246359,0.246359,0.246359,1
38.4487,2690,30.1809006,0.666194,31.1667004,39.6666985,29.1667004,0,0.0003134,0,0.0008908,0,0,0.0071287,5.4454799,0.329349,0.329349,0.329349,0.329349,1
63.6436996,1772,27.0356007,0.70927,27.9832993,41.5999985,30.4167004,0,0.0015907,0,0.0005432,0,0,0.000175,5.1440301,0.545167,0.545167,0.545167,0.545167,1
129.503006,2027,31.1814003,0.612073,29.8537006,39.0894012,31.0569,0,0.0022469,0,0.0002691,0,0,0.0003229,5.0385098,1.10931,1.10931,1.10931,1.10931,1
9.0060902,1947,31.0300007,0.705254,33.5555992,36.2221985,30.2222004,0,0.0006999,0,0.0038716,0,0,0.008986,5.8175402,0.0771455,0.0771455,0.0771455,0.0771455,1
17.4493999,1671,24.9087009,0.575591,37.4444008,36.3889008,26.1667004,0,0.0000296,0,0.0019995,0,0,0.0002079,5.5419898,0.14947,0.14947,0.14947,0.14947,1
11.0461998,1428,30.0529995,0.614484,42.6666985,33.1666985,24.1667004,0,0.0005239,0,0.0031617,0,0,0.0359828,5.5283098,0.094621,0.094621,0.094621,0.094621,1
0.417918,758,21.6672993,0.359148,40.9863014,32.200901,26.8127995,0,0.10537,0,0.0838562,0,0,0.0719592,5.6152802,0.0035799,0.0035799,0.0035799,0.0035799,0
85.7110977,2411,28.9148006,0.652835,28.4937992,38.8889008,32.6172981,0,0.0012674,0,0.0004095,0,0,0.0017585,5.20084,0.734195,0.734195,0.734195,0.734195,1
