Z流域面积,Z相对高差,Z平均坡度,Z乡县密度,Z雨季降雨量均值,Z大暴雨数量,Z暴雨数量,Z大雨数量,Zsand,Z断裂带密度,ZNDVI,ZLUCC,Zclay,Zsilt,发生
-0.855362554,0.605061607,1.860001088,-0.592078361,-0.74904305,1.623879937,1.635479915,1.29039518,-0.052224055,0.443057791,0.47943438,0.001392539,-0.793179826,1.398928145,1
1.276330961,-1.481707551,1.342218723,-0.592078361,-1.363054103,1.111511809,0.815366093,-0.155014194,0.23791859,-0.094266069,0.35742507,0.746400876,-0.469255207,0.454869206,0
-1.038296124,0.516006867,1.45459473,-0.592078361,-0.3521601,1.749738093,1.458762934,1.104821304,-0.400400202,-0.140246971,0.699012547,0.001392539,-0.706804207,1.798754507,0
0.274651538,1.61595324,1.596133707,-0.592078361,-1.193808291,1.220486672,1.172395086,0.69943425,0.707787586,-0.151577558,0.446582396,0.001392539,-0.932621223,0.450348939,0
0.964948316,1.394519834,1.265893795,-0.592078361,-0.129782154,2.060510158,1.949610304,1.542782154,1.074421996,-0.140888894,-0.006826806,0.001392539,-1.075902801,0.110040269,0
-0.38494061,1.451081628,1.686820824,-0.592078361,-0.71858614,1.520379268,1.458762934,1.250150381,0.31238931,-0.075898913,0.70824195,0.001392539,-0.923238002,1.041292236,0
-0.383444487,1.292227229,1.356021112,-0.592078361,-0.297949264,1.766925903,1.472837179,1.145654023,0.725527528,-0.126417661,0.241035299,0.001392539,-0.855391205,0.304048636,0
-0.121809234,1.575036197,1.58002681,-0.592078361,-0.986742954,1.352530687,1.458762934,1.356494337,0.606840372,-0.147043705,0.621158355,0.001392539,-0.707662055,0.257827262,1
0.182317052,1.282599689,1.148481874,-0.592078361,-0.167948921,1.808121136,1.506575482,1.243599151,0.814174474,-0.079088332,0.015230381,0.001392539,-0.983601785,0.366111725,0
-1.081739895,0.509989655,1.732317355,-0.592078361,-1.05586603,1.307889127,1.454251199,1.392637842,-0.094539167,0.361723253,0.705478842,0.001392539,-0.403269345,0.86210727,0
-1.147091689,-1.001534025,0.331900648,-0.592078361,-0.143971861,1.936183578,1.533871386,1.203270517,0.553314653,1.153923578,-4.348302858,0.001392539,-1.512570803,1.581676814,0
-0.33288976,1.39211295,1.493043572,-0.592078361,-1.043725768,1.307889127,1.429231104,1.436186156,0.734052033,-0.061711821,0.622811481,0.001392539,-0.855021686,0.290406277,0
-0.744430435,0.649588976,1.672991753,-0.592078361,-0.748740011,1.400299449,1.210443866,1.073493303,-0.094539167,-0.131588052,0.84994225,0.001392539,-0.403269345,0.86210727,0
0.253010419,-1.107436958,-0.070015029,-0.592078361,-1.266629888,0.718413327,0.417216069,0.196270007,0.237985046,-0.140719848,-0.525086947,0.001392539,-0.469294726,0.454828427,0
-0.366221284,0.580992758,1.024168885,-0.592078361,-0.834013409,1.202783094,0.861425304,0.792913904,1.46801229,-0.068266801,0.026066255,0.001392539,-1.222589343,-0.266288393,0
0.251770575,1.362026889,1.545947864,-0.592078361,-1.014570693,1.235013608,1.199321301,1.316893528,0.398735188,-0.140953776,0.683696364,0.001392539,-0.503013606,0.260718306,1
-0.458635879,1.351195907,1.594348851,-0.592078361,-1.038716486,1.260591562,1.30085712,1.418814194,0.775635631,-0.127372506,0.661650667,0.001392539,-0.836479775,0.198125867,1
0.397908436,-1.503369514,-2.032781869,-0.592078361,-1.305162172,0.620568513,0.252393857,-0.015032472,0.636867898,-0.141405633,-1.086777813,0.746400876,-1.788972432,1.880202431,0
-1.104540481,-0.088121228,1.562441005,-0.592078361,-1.019027024,1.307889127,1.378338329,1.52476647,-0.18762744,-0.108955295,0.658315506,0.001392539,0.454546851,-0.318882961,0
-1.192630473,-1.356549539,-1.069435169,-0.592078361,-1.000915236,1.01332315,0.654516883,0.684876138,-5.21438862,0.960865131,-4.671215139,0.001392539,-4.032491716,-6.060939823,0
-0.976509762,0.206722165,1.130256478,-0.592078361,-1.019027024,1.307889127,1.378338329,1.52476647,-0.205354191,0.14862382,0.552942318,0.001392539,0.425222934,-0.246476349,1
0.785113577,1.229648223,1.181774864,-0.592078361,-1.298548441,0.636440868,0.278395085,0.020522845,1.116484985,-0.137364789,0.310150672,0.001392539,-1.163730067,0.18114428,0
-1.090562634,-0.261416936,1.14681645,-0.592078361,-0.931293612,1.755992871,1.976464116,2.045302674,-0.294013821,-0.095386128,0.392467765,0.001392539,0.27858875,0.115497292,0
0.231077702,1.713432076,1.472220684,-0.592078361,-0.944262238,1.120785915,0.93777229,1.024695887,0.909017972,-0.10076751,0.310740828,0.001392539,-1.003278683,0.251250174,0
-0.493928117,1.270565265,1.63736732,-0.592078361,-1.013465217,1.491325023,1.605481449,1.637493718,0.522887889,-0.151970394,0.525172633,0.001392539,-0.896592848,0.677872685,1
-1.191617295,-1.266291357,-0.069442015,-0.592078361,-0.130290052,1.307889127,1.056639908,1.52476647,0.23791859,-0.097401473,-0.952682688,0.001392539,-0.469255207,0.454869206,0
0.693285296,0.899905,1.019212761,-0.592078361,-0.888188541,1.046314395,0.738962657,0.800682894,1.264548305,-0.116447539,-0.34432498,0.001392539,-1.097440637,-0.147842942,0
0.415740317,-1.254256933,-0.253466851,-0.592078361,-1.307212467,0.652597515,0.33110547,0.076291472,0.543101378,-0.127995184,-0.583220381,0.746400876,-1.478772884,1.545187667,0
-0.010425388,1.749535348,0.641797426,-0.592078361,-0.602196201,1.579164589,1.701934893,1.805597644,0.570376347,-0.14186118,0.069760037,0.001392539,-0.861501612,0.551017806,0
-0.671158082,0.97451843,1.277417852,-0.592078361,-0.762707007,2.62234081,3.132294459,3.048327375,0.025145829,-0.103078274,0.443089166,0.001392539,-0.002959467,0.061212527,1
-0.148380888,1.301854768,1.555499787,-0.592078361,-1.310037572,0.698893506,0.444439723,0.207762496,1.121617747,-0.102971828,0.277935498,0.001392539,-1.244061228,0.297227262,0
-0.339809789,1.813317797,0.221469839,-0.592078361,-0.666042231,2.130292936,2.456389871,2.46296611,0.807844506,-0.146430579,0.440840305,0.001392539,-0.879304484,0.214883752,0
-1.212859872,-1.292767091,0.851121773,-0.592078361,-0.130290052,1.307889127,1.056639908,1.52476647,-5.21438862,0.612316377,-4.671215139,0.001392539,-4.032491716,-6.060939823,0
-1.076025735,-0.266230706,0.825076201,-0.592078361,-0.759507459,2.633436025,3.147679641,3.064565413,-0.18762744,0.499817883,0.447131469,0.001392539,0.454546851,-0.318882961,1
0.069757401,1.751942233,1.234399129,-0.592078361,-0.589236501,1.716771194,1.888238314,1.968508273,0.724357715,-0.076540599,0.26303399,0.001392539,-0.962407039,0.470934621,0
0.796438751,-1.196491697,-0.390010064,-0.592078361,-1.311455013,0.718757173,0.493667672,0.264930972,0.521691192,-0.125766154,-0.722058684,0.001392539,-1.407970184,1.46870858,0
0.567423808,1.672515034,1.484663849,-0.592078361,-0.79213877,2.366853801,2.635165757,2.350098691,0.119709809,-0.138790499,0.398058049,0.001392539,-0.212649285,0.239929117,1
-1.194891148,-0.948582558,1.262469943,-0.592078361,-0.636610469,2.633436025,2.825981221,2.224675081,-0.028047615,0.743271841,-0.06499523,0.001392539,0.718490296,-0.970464019,0
0.273395683,1.83497976,1.537913982,-0.592078361,-1.174591027,1.160311735,1.038705256,0.810495722,0.683252492,-0.109730672,0.244107937,0.001392539,-1.015552107,0.615870573,0
1.736459233,1.366840659,1.164175845,-0.592078361,-0.367268274,1.506652393,1.386099335,1.644128784,0.97814236,-0.150416489,-0.286477569,0.001392539,-1.10526649,0.302765842,0
-0.866787026,0.529244734,1.46007025,-0.592078361,-0.637920805,2.633436025,2.82941549,2.233633796,0.211321868,0.401654746,0.717453596,0.001392539,-0.099734484,-0.074540355,0
1.280181872,-1.349328884,0.63832021,-0.592078361,-1.229247707,0.816945832,0.252393857,-0.155014194,0.636867898,-0.145921112,-0.474435947,0.001392539,-1.788972432,1.880202431,0
-0.279355496,0.834919109,1.169251655,-0.592078361,-0.250102674,2.054029521,1.811465189,2.201480248,1.192551132,-0.06489823,0.196161906,0.001392539,-1.246951433,0.193076249,0
0.009440963,1.921627615,1.857482878,-0.592078361,-0.986288608,1.561633307,1.307459973,0.820560326,0.584379587,-0.15063944,0.268250338,0.001392539,-0.889479604,0.572744137,1
-0.685280086,0.334287062,1.065682019,-0.592078361,-0.438547899,2.337299142,2.296795456,2.224675081,0.481716717,-0.148712657,0.608634178,0.001392539,-0.711198918,0.454869206,0
