流域面积,相对高差,平均坡度,乡县密度,雨季降雨量均值,大暴雨数量,暴雨数量,大雨数量,sand,silt,clay,LUCC,NDVI,断裂带密度,发生
53.35219955,3102,32.59740067,0,4.714819908,77.28150177,35.79940033,23.81739998,44.77360153,31.56599998,23.66040039,20,0.605849028,0.00134486,0
0.739033997,216,26.59880066,0,5.712480068,81,38,25,44,39,17,20,-0.200000003,0.0362156,0
95.93090057,2849,30.5753994,0,5.473490238,97.5,49,31.5,44.08990097,31.92130089,23.98880005,20,0.581368029,0.00033181,0
43.58089828,163,22.57719994,0,4.540070057,66.86070251,27.33740044,19.95359993,44,39,17,20,0.364953995,0.000291743,0
36.41019821,2296,34.46640015,0,5.151159763,108.0800018,56.12310028,35.73929977,39.93939972,27.48480034,32.57580185,20,0.672019005,0.000820539,1
0.362657011,363,19.81819916,0,5.19382,106.8720016,58.57440186,38.71279907,39,25,36,10,0.515392005,0.444814,0
31.95199966,3018,34.92770004,0,4.662849903,74.36569977,33.88380051,22.01980019,43.63639832,30.96969986,25.39389992,20,0.673179984,0.000129874,0
60.71229935,2876,31.79220009,0,5.404139996,96.83390045,50.74810028,35.29550171,44.2881012,31.52540016,24.18639946,20,0.593638003,0.000334887,0
45.67300034,74,11.39140034,0,4.472939968,69,28,13,42.6216011,35.78379822,21.59449959,20,0.522625029,0.00332785,0
57.74720001,2586,30.75810051,0,4.523029804,69.34069824,29.07169914,15.93939972,44.9272995,32.61819839,22.4545002,20,0.653319001,0.000187521,0
25.14550018,2209,32.49280167,0,5.12432003,101.3619995,55.73860168,37.0401001,40.0870018,29.2609005,30.6522007,20,0.702875018,0.0300166,1
8.151350021,1777,34.36199951,0,4.694310188,79.99819946,37.42699814,21.17009926,38.71429825,30.14290047,31.14290047,20,0.729276001,0.0177853,0
13.21630001,1855,31.22839928,0,5.131800175,101.7330017,56.05709839,37.31610107,40.07690048,26.84620094,33.07690048,20,0.670410991,0.0316137,0
26.49790001,2271,30.61000061,0,5.43253994,93.05549622,49.24440002,36.81110001,47.72000122,30.23999977,22.04000092,20,0.659587979,0.0165179,0
23.1072998,2360,32.34909821,0,4.472939968,69,28,13,46.04550171,30.18180084,23.77269936,20,0.701390982,0.00299699,0
1.148800015,314,32.53540039,0,5.646110058,83.89189911,41.85580063,34.63959885,43.36930084,37.5284996,19.10219955,20,-0.200000003,0.0485118,0
1.843850017,1210,34.52550125,0,5.177420139,104,58,39,36,33,31,20,0.655436993,0.0946972,0
26.5489006,2570,32.45040131,0,4.695849895,80.07569885,37.4897995,21.22389984,40.24000168,30,29.76000023,20,0.703243017,0.000406352,0
2.896919966,1373,31.00009918,0,5.177279949,103.9980011,57.98500061,38.98500061,37,30.33329964,32.66669846,20,0.716982007,0.0278302,0
19.18020058,2214,32.78639984,0,5.176380157,103.9820023,57.89080048,38.89080048,41.31579971,31.73679924,26.94739914,20,0.749126971,0.00242726,0
42.76800156,113,22.33460045,0,4.472939968,69,28,13,43.94240189,38.86569977,17.19190025,20,0.481175989,0.000301296,0
5.819149971,1207,32.66939926,0,5.135019779,103.2559967,53.53499985,34.53499985,39,25,36,20,0.646180987,0.00599449,0
29.82859993,2217,30.1154995,0,4.474979877,62.5163002,25.83880043,12.45969963,45.59260178,31.59259987,22.81480026,20,0.642262995,0.00666616,0
52.55410004,2233,32.38779831,0,5.548309803,84.16490173,40.98199844,32.83169937,44.85369873,32.39020157,22.7560997,20,0.484447002,9.49E-05,0
19.49580002,2348,33.70220184,0,4.687300205,73.25920105,33.57089996,18.98080063,39.20000076,32.34999847,28.45000076,20,0.703384995,0.0095565,0
36.0768013,2921,32.6678009,0,5.227859974,94.87290192,46.04669952,30.85849953,43.41180038,31.05879974,25.52939987,20,0.719601989,0.00647258,0
53.10609818,0,11.61380005,0,4.472939968,69,28,13,44,39,17,30,0.425882012,0.000986686,0
25.29850006,2082,33.71580124,0,5.029819965,96.52480316,48.05860138,30.04389954,39.11539841,29.84620094,31.03849983,20,0.687427998,0.00453017,0
0.789433002,81,21.18230057,0,5.582069874,80.79699707,37.72930145,31.08519936,0,0,0,20,-0.200000003,0.00663434,0
23.39030075,2194,32.14699936,0,4.476709843,57,24,12,42.90480042,33.09519958,24,20,0.659593999,0.00158635,0
34.84080124,44,21.37639999,0,4.476709843,57,24,12,41,32,27,30,0.428054005,0.00253776,0
33.70589828,3026,32.74169922,0,4.609399796,66.48190308,29.77160072,16.32869911,43.03129959,30.15629959,26.8125,20,0.671606004,8.25E-05,0
0.736191988,227,26.28179932,0,5.476409912,73.73590088,30.25279999,23.74720001,43.78110123,38.48910141,17.72979927,20,-0.00505127,0.0656741,0
28.17099953,2651,33.46210098,0,5.14316988,99.65589905,49.52059937,31.49740028,42.03850174,30,27.96150017,20,0.673542023,0.0016532,1
35.54499817,16,24.35460091,0,4.514410019,50.21910095,20.23279953,8.232819557,44,39,17,20,0.488303989,0.00049837,0
11.90540028,1742,33.67910004,0,5.091700077,95.03649902,46.02740097,27.02739906,39.33330154,26.66670036,34,20,0.626765013,0.000473112,0
99.78739929,3051,31.22319984,0,5.380209923,81.83869934,35.98099899,26.27300072,44.8132019,32.16479874,23.02199936,20,0.643633008,0.00105474,0
0.713042974,670,27.31399918,0,5.077139854,91,43,24,39,25,36,20,0.473762006,0.515042,0
46.46770096,3051,33.27159882,0,4.575819969,56.29000092,23.65049934,10.81989956,44.06980133,30.81399918,25.11630058,20,0.645797014,0.00168747,0
25.38069916,3074,30.10519981,0,4.636179924,56.54909897,23.77160072,10.37989998,41.91999817,31.31999969,26.76000023,20,0.621949971,0.00239757,1
47.76380157,3077,31.6257,0,5.309860229,79.2589035,36.29040146,23.44099998,44.22219849,32.53329849,23.24440002,20,0.635586023,0.000336728,0
44.57899857,191,13.44579983,0,4.526750088,48,19,7,43.35480118,37.49449921,19.15069962,20,0.424234003,0.000224064,0
10.8458004,1645,33.58819962,0,5.077139854,91,43,24,39,25,36,20,0.605934024,0.000676694,0
1.121219993,1340,37.72869873,0,5.077139854,91,43,24,39,25,36,20,0.508395016,0.0282754,0
0.664704025,310,27.77420044,0,5.493370056,70,31,23,44,39,17,20,-0.200000003,0.0119527,0
30.95280075,91,18.56990051,0,4.526750088,48,19,7,44,39,17,20,0.334509999,0.00147945,0
27.21590042,2683,32.04309845,0,5.169250011,86.35240173,40.34420013,23.77869987,45.29629898,30.03700066,24.66670036,20,0.725229025,0.000378187,0
14.08139992,2229,35.29309845,0,5.077139854,91,43,24,39.53329849,27.66670036,32.79999924,20,0.623833001,0.0251554,0
33.50270081,56,10.03139973,0,4.526750088,48,19,7,44,39,17,20,0.655515015,0.00238645,0
63.02209854,3075,31.49850082,0,4.613500118,54.46770096,22.6147995,9.675219536,42.3728981,31.44070053,26.18639946,20,0.618858993,0.000725838,0
15.3725996,2029,36.84759903,0,5.11082983,80.5911026,38.95209885,24,37.71429825,28.42860031,33.85710144,20,0.620087981,0.00694767,0
0.839906991,266,28.82929993,0,5.569200039,71.25710297,31.53879929,23.53879929,44,39,17,20,0.394363999,0.00513177,0
88.47660065,3135,32.01959991,0,5.402029991,72.66459656,33.00790024,23.4272995,43.16049957,31.77779961,25.06170082,20,0.637185991,7.24E-05,0
22.49860001,2004,31.60919952,0,4.661779881,44.02220154,17.01110077,10.97780037,43.65219879,33,23.3477993,20,0.635118008,0.000652668,0
40.95429993,12,10.39220047,0,4.662529945,44,17,11,43.98160172,38.95709991,17.06130028,20,0.407059014,0.00288901,0
23.13870049,1976,28.73570061,0,4.662529945,44,17,11,45.45449829,30.40909958,24.13640022,20,0.663542986,0.0019846,0
41.44490051,2406,33.95460129,0,4.893270016,60.06600189,27.21050072,17.4239006,40.91669846,31.05559921,28.02779961,20,0.656808019,0.00305791,0
35.22019958,136,14.11149979,0,4.662529945,44,17,11,41,32,27,20,0.60729301,0.00860914,0
38.61360168,2459,32.65539932,0,5.116479874,71.83930206,35.23949814,23.47970009,38.25,28.64999962,33.09999847,20,0.61539501,0.000542362,0
2.564670086,964,35.42110062,0,5.135409832,73,36,24,34.33330154,24.33329964,41.33330154,20,0.645362973,0.00559997,0
141.9839935,2948,31.05139923,0,5.728320122,74.06690216,32.94580078,25.35420036,43.65629959,33.61719894,22.72660065,20,0.581317008,1.78E-05,0
26.91570091,2957,34.44839859,0,5.442329884,71.08969879,32.17309952,23.65250015,42.80770111,33.07690048,24.11540031,20,0.701273024,0.00542305,0
43.44129944,0,4.001279831,0,4.678549767,43,15,12,44,39,17,20,0.575783014,0.000939466,0
79.78890228,2677,29.52090073,0,4.694359779,45.80360031,17.5958004,12.44250011,43.31880188,30.24640083,26.43479919,20,0.632349014,6.33E-05,0
58.43989944,2595,32.99259949,0,5.169630051,75.39710236,37.39039993,24.48390007,39.33929825,28.23209953,32.42860031,20,0.66266799,0.000479088,1
17.18190002,1884,32.34120178,0,5.057759762,83,44,27,37.88240051,26.82349968,35.29410172,20,0.616932988,0.0148579,0
57.53680038,22,9.942770004,0,4.678549767,43,15,12,44,39,17,20,0.57803899,0.00103286,0
31.28019905,2105,33.69940186,0,5.079229832,82.46779633,43.42340088,26.82259941,36.5,27.4375,36.0625,20,0.653452992,0.000619779,0
0.839383006,348,26.03770065,0,5.911729813,76.15399933,32.7179985,25.29070091,44,39,17,20,-0.200000003,0.126844,0
81.00769806,3194,28.91189957,0,5.533979893,72.94550323,32.67100143,23.77090073,44.6053009,32.1053009,23.28949928,20,0.573367,9.73E-05,0
25.66469955,53,16.99290085,0,4.678549767,43,15,12,45.95640182,36.65240097,17.3913002,20,0.426890999,0.00526941,0
13.42179966,1862,31.39999962,0,5.072060108,78.27359772,40.60290146,25.07990074,27.23080063,31.46150017,41.30770111,20,0.595367014,0.0418621,1
1.148740053,725,29.68350029,0,5.154580116,51,21,14,21.17210007,33.92559814,44.90230179,20,0.507107973,0.037311,0
24.73670006,70,7.670829773,0,4.654880047,41,15,9,41.41830063,32.70809937,25.87360001,20,0.563144028,0.000476412,0
32.02299881,2021,30.39030075,0,5.662539959,71.0565033,31.32909966,23.10110092,45.5,34.35710144,20.14290047,20,0.418823987,0.000897616,0
31.74819946,2703,33.33229828,0,5.501619816,66.31639862,29.69470024,20.56760025,38.67860031,32.60710144,28.71430016,20,0.715371013,0.00294842,1
83.3707962,2467,28.1678009,0,4.710010052,46.39849854,17.69849968,12.91040039,43.02470016,31.13579941,25.83950043,20,0.647280991,0.00108388,0
52.15100098,2733,31.71249962,0,4.851819992,54.00490189,23.53089905,15.14799976,41.24530029,31.90570068,26.84910011,20,0.669068992,0.000250293,0
33.13619995,2769,31.26339912,0,5.075600147,49.41949844,20.05170059,13.20969963,35.87099838,30.58060074,33.54840088,20,0.636021972,0.00365772,0
0.673053026,177,20.87660027,0,6.271369934,64.5759964,27.50569916,25.37639999,44,39,17,20,0.037778299,0.00895243,0
24.94599915,0,3.269439936,0,4.654880047,41,15,9,41,32,27,20,0.597647011,0.000816963,0
8.744339943,2171,30.42499924,0,5.154580116,51,21,14,32.57139969,30.71430016,36.71429825,20,0.559794009,0.00101321,0
39.69540024,2000,27.55270004,0,5.925109863,66.59020233,29.72680092,23.13660049,46.86489868,32.6216011,20.51350021,20,0.640926003,0.000729408,0
36.20009995,2992,33.79790115,0,5.607610226,66.72129822,30.10180092,20.61949921,40.94589996,32.91889954,26.13509941,20,0.728792012,0.00463525,1
46.97269821,150,13.88799953,0,4.654880047,41,15,9,42.24900055,34.91429901,22.83670044,20,0.629235029,0.000171041,0
60.90750122,2937,28.06559944,0,4.872630119,45.29230118,17.54330063,11.14109993,45.78689957,31.08200073,23.1310997,20,0.658051014,0.000215545,0
55.82929993,2272,30.42140007,0,5.373539925,57.12110138,24.01239967,16.45730019,32.1568985,31.13730049,36.70589828,20,0.654570997,0.000057422,0
1.319290042,956,23.78700066,0,5.32957983,48,16,12,25.7635994,30.32979965,43.90650177,10,0.503187001,0.0153224,1
59.00189972,2812,31.22100067,0,5.013949871,45.76259995,15.86419964,11.00059986,41.64910126,29.49119949,28.85960007,20,0.688642979,0.000554982,0
4.802420139,1416,31.36800003,0,5.32957983,48,16,12,27.75,29.75,42.5,20,0.585536003,0.0174574,0
2.252429962,1029,26.61090088,0,5.32957983,48,16,12,20,35,45,20,0.543514013,0.0268381,0
113.7480011,3117,26.67880058,0,5.949989796,61.64419937,25.2098999,19.93619919,42.19269943,33.27519989,24.53210068,20,0.718110025,0.00304251,0
4.162099838,1059,30.97190094,0,5.32957983,48,16,12,32,24,44,20,0.643131971,0.045945,0
29.38120079,2168,25.63619995,0,5.694610119,54.22669983,18.66860008,14.66860008,39.17240143,30.58620071,30.24139977,20,0.701259971,0.000729033,1
72.51930237,401,28.56690025,0,6.377759933,73,34,24,43.28760147,37.33779907,19.37450027,20,0.478989989,0.000626652,0
68.38369751,1151,20.19490051,0,4.830450058,44.77209854,15.75440025,10.50879955,44.07139969,32.75,23.17860031,20,0.645848989,0.00141937,0
31.17919922,2426,28.07719994,0,5.046279907,46.7181015,16,11.35900021,41.27270126,30.33329964,28.39389992,20,0.656821012,0.00338246,0
89.04060364,10,10.11219978,0,5.103559971,50,17,7,53.23529816,27.29409981,19.47060013,20,0.730104029,0.00126457,0
27.19440079,1547,29.01539993,0.00477657,5.350940228,48.36399841,16.15589905,12.15559959,27.71999931,30,42.27999878,20,0.611196995,0.000570505,1
39.58209991,2336,26.46920013,6.85E-05,5.751070023,55.08190155,19.09339905,14.99069977,38.61539841,30.23080063,31.15379906,20,0.708733022,0.000527747,1
0.321431994,229,17.64690018,0.484730989,5.455269814,48,15.24940014,9.748140335,20.3118,34.71419907,44.97399902,10,0.380733997,0.0632209,0
31.0461998,2415,28.83810043,0,5.259079933,47.48460007,15.79440022,11.51509953,42.8064003,28.64520073,28.54840088,20,0.688956976,0.00158151,0
30.94379997,1095,19.47520065,0,4.915339947,45.73789978,15.65060043,11,42.13639832,33.72729874,24.13640022,20,0.674988985,0.0113052,0
49.59189987,2465,29.53420067,0,6.20607996,66.69519806,28.24130058,20.14679909,43.77080154,30.08329964,26.14579964,20,0.739158988,0.000407171,0
2.542360067,1037,28.64719963,0.59178102,5.513030052,48.16960144,15.06779957,9.135649681,24,31.33329964,44.66669846,20,0.517503977,0.00463809,0
23.7635994,2050,28.98410034,0.039074101,5.458169937,48,15.23209953,9.696290016,37.7826004,27.91300011,34.3042984,20,0.66158098,0.000531179,1
13.38259983,301,26.52169991,0,6.610579967,82.80549622,39.60309982,26.1012001,42.69029999,35.93069839,21.37899971,20,0.674750984,0.000982198,0
28.79199982,1687,26.36779976,0.215976,5.687429905,50.01810074,15.80720043,10.61450005,33.29629898,28.25930023,38.44440079,20,0.638858974,0.0026363,1
31.42480087,2522,25.43160057,0,5.962800026,53.18999863,17.16760063,13.09200001,34.48389816,32.22579956,33.29029846,20,0.731593013,0.0022684,1
28.76040077,2218,22.05719948,0,6.343999863,70.20760345,29.65270042,20.08550072,42.46149826,31.07690048,26.46150017,20,0.573810995,0.00154688,0
38.44869995,2650,27.91390038,0.00373383,5.44547987,47.1169014,14.4701004,9.35324955,39.66669846,29.16670036,31.16670036,20,0.666279018,0.00712874,1
63.64369965,1685,23.29520035,0.00483517,5.160820007,43.67359924,14.26469994,7.939700127,41.61700058,30.02129936,28.36170006,20,0.69927597,0.00017497,0
129.503006,380,11.79249954,0,5.126279831,47.46879959,15.91520023,7.361599922,45.71369934,30.19039917,24.09589958,20,0.734878004,0.00032294,0
9.006090164,1917,28.46100044,0.076010197,5.817540169,51.69530106,16.50349998,11.75370026,36.22219849,30.22220039,33.55559921,20,0.704858005,0.00898596,0
17.44939995,1597,22.62479973,0.115309998,5.541989803,49.36729813,15.64990044,9.871809959,36.38890076,26.16670036,37.44440079,20,0.575803995,0.000207923,1
11.0461998,1338,27.54570007,0,5.528309822,50.11619949,16.05809975,10.32260036,33.16669846,24.16670036,42.66669846,20,0.614552975,0.0359828,0
0.417917997,576,21.29059982,0,5.615280151,56,19,14,32.20090103,26.81279945,40.98630142,80,0.361811012,0.0719592,0
85.71109772,2313,27.48180008,0,5.200359821,43.0428009,12.38099957,10.625,37.94520187,32.79449844,29.26029968,20,0.647575021,0.00175854,1
2.744070053,336,13.28569984,0,6.710179806,87,42,27,44,39,17,20,-0.200000003,0.00661771,0
60.56029892,2669,25.39889908,0,5.990429878,55.63669968,18.98579979,13.83500004,41.60380173,30.22640038,28.1697998,20,0.737200022,0.00127984,0
32.93099976,2398,25.48040009,0,5.877389908,55.18080139,18.18079948,13.18080044,44.02939987,31.20590019,24.76469994,20,0.753436029,0.00323134,0
54.16859818,174,16.32410049,0,5.322589874,46.01190186,12.00599957,12.00150013,51.37969971,28.04809952,20.57220078,20,0.586287022,8.19E-05,0
77.61859894,2058,27.72680092,0,5.296080112,44.99919891,13.87759972,11.94649982,38.02859879,26.77140045,35.20000076,20,0.65643698,0.00113547,1
34.94520187,2224,24.13150024,0,5.230050087,43.61019897,12.59140015,12.09049988,41.54550171,29.36359978,29.09090042,20,0.701950014,0.00526957,0
60.3669014,1863,24.07979965,0,5.650969982,55.88840103,18.88839912,13.88840008,36.55099869,25.16329956,38.28570175,10,0.588487983,0.000665101,0
2.062870026,454,17.67950058,0,5.648300171,55.30379868,18.65189934,13.30379963,32.5,31,36.5,10,0.523804009,0.236628,0
70.52760315,2671,25.56760025,0,5.945930004,56.03710175,18.83740044,13.33940029,43.54550171,31.22730064,25.22730064,20,0.751865029,0.000419318,0
93.01599884,2570,25.5182991,0,5.345330238,46.84529877,15.3071003,13.83290005,39.81399918,28.52330017,31.66279984,20,0.652476013,0.000220145,1
133.2519989,1859,21.4633007,0,5.268430233,45.07550049,12.75179958,10.6274004,40.96300125,30.20369911,28.83329964,20,0.650417984,0.000260751,1
30.18810081,2798,29.29750061,0,6.064509869,52.20370102,17.31170082,11.47980022,40.13330078,32.26670074,27.60000038,20,0.742325008,0.00657008,0
38.94400024,2369,21.77149963,0,5.870689869,51.96490097,17.07979965,10.35449982,35.72409821,28.27589989,36,10,0.628651977,0.00135614,0
101.4550018,688,23.78039932,0,6.595729828,75.92680359,33.95780182,20.25049973,43.66669846,31,25.33329964,20,0.766641974,0.000222954,0
71.09339905,1964,22.00729942,0,5.425489902,46.86930084,15.42310047,13.56289959,39,35.5,25.5,20,0.67216599,0.00359177,0
6.193319798,632,28.64520073,0,5.805019855,52,17,10,33.75,24.25,42,20,0.588370025,0.0148769,0
22.39340019,15,10.15680027,0,5.805019855,52,17,10,32,24,44,60,-0.182744995,0.00645076,0
53.48649979,616,11.86100006,0,5.331860065,45.42589951,12.80790043,12.52449989,31.00580025,30.8803997,38.11370087,20,0.51788801,0.000341026,0
41.84360123,2956,25.38019943,0,6.045040131,51.36159897,17,10.63840008,38.84999847,31.77499962,29.375,20,0.708254993,0.00186622,0
1.207460046,149,7.423319817,0.421061993,5.805019855,52,17,10,32,24,44,10,0.392531008,0.024966,0
6.250589848,774,18.48069954,0,5.805019855,52,17,10,32.20000076,26.79999924,41,10,0.562654018,0.0173441,0
84.48120117,762,25.19510078,0,6.118969917,53.96459961,18.3757,12.20639992,44.5707016,37.85860062,17.57069969,20,0.566231012,0.00143089,0
26.77820015,299,26.46590042,0,6.181000233,51,17,11,44,39,17,20,0.495860994,0.000415945,0
10.49790001,299,11.26140022,0,5.78550005,52.80870056,17,10.60649967,32,24,44,10,0.472169012,0.00110484,0
0.795391977,144,18.24880028,0,5.408279896,50,16,13,39,25,36,10,0.533612013,0.0975624,0
23.96199989,233,27.4958992,0,6.181000233,51,17,11,44.03960037,38.92079926,17.03960037,20,0.559789002,0.0014128,0
52.8219986,2968,27.99550056,0,6.03290987,52.00350189,16.5814991,11.58370018,40.09999847,30.20000076,29.70000076,20,0.722715974,4.52E-05,0
24.71089935,256,19.31900024,0,6.021780014,52.80540085,15.19460011,13.70810032,44.62770081,37.74459839,17.62770081,20,0.589501977,0.000772978,0
89.4763031,1757,28.21859932,0.082772397,5.476019859,51.35200119,16.22520065,13,38.40430069,24.91489983,36.68090057,20,0.670337021,0.00135451,1
3.41031003,756,18.12820053,0.690814018,5.708459854,56,17,13,32.5,31,36.5,20,0.553833008,0.0776813,0
41.75130081,1893,25.89139938,0.034133099,5.737339973,55.68730164,16.80929947,13.07530022,36.53490067,26.65119934,36.81399918,20,0.621796012,0.000626898,0
34.26699829,2501,24.78910065,0,5.948810101,53.56529999,15.37679958,13.81159973,41.28129959,31.09379959,27.625,20,0.755656004,0.00361135,0
38.29389954,237,20.80019951,0,6.004610062,53,15,14,44.79130173,37.41740036,17.79129982,20,0.74861002,0.00294028,0
50.96210098,1659,25.92939949,0.136838004,5.404620171,49.95349884,16.00020027,12.90839958,38.78570175,25.57139969,35.64289856,20,0.647723019,0.00158136,0
30.35429955,2475,25.74169922,0.064581297,5.952740192,53.44839859,15.35169983,13.81280041,39.73329926,32.59999847,27.66670036,20,0.742861986,0.000341967,0
42.41889954,1709,24.16900063,0.0305281,5.665100098,54.77880096,16.84280014,13.04810047,36.71429825,25.33329964,37.95240021,20,0.629804015,0.000208607,1
25.98830032,12,8.914310455,0,5.162919998,43,13,13,49,29,22,20,0.741176009,0.000400746,0
67.40989685,366,20.82780075,0,6.097819805,50.03960037,14.40789986,14,44,39,17,20,0.673972011,0.00150699,0
28.37010002,2357,23.37299919,0,5.841370106,51.97129822,16.24090004,13.78899956,37.37929916,31,31.62070084,20,0.706676006,0.00491925,0
3.568490028,911,23.72820091,0,5.753369808,50,17,14,34,27.75,38.25,20,0.445378006,0.0299247,0
13.29699993,1514,29.87129974,0,5.709310055,51.39789963,17,13.55490017,37.91669846,26,36.08330154,20,0.62767297,0.00374234,0
29.34989929,1806,24.34059906,0,5.233300209,45.19879913,14.19029999,12.4428997,41.89289856,31.17860031,26.92860031,20,0.685491979,0.00138198,1
1.274369955,271,5.592959881,0,5.753369808,50,17,14,33,38,29,10,0.549220026,0.0169201,0
35.2179985,314,20.20730019,0,6.16203022,48,14,14,44,39,17,20,0.612535,0.00467979,0
39.88600159,2715,27.24449921,0.0193072,5.990749836,48.83909988,15.25739956,14,38.65790176,30.07889938,31.26320076,20,0.745404005,0.00132906,0
43.6155014,1010,20.69120026,0.376893997,5.361559868,46.46020126,16.70800018,12.29199982,39,25,36,20,0.658900023,5.99E-05,0
76.7641983,104,11.63799953,0,5.162919998,43,13,13,44,39,17,20,0.535521984,0.000057557,0
26.1487999,217,21.63879967,0,6.16203022,48,14,14,44.16040039,38.67919922,17.16040039,20,0.504271984,0.00225756,0
28.92539978,1309,21.87240028,0.0199665,5.753369808,50,17,14,35.73080063,27.73080063,36.53850174,10,0.572372973,0.000577841,0
29.79850006,2703,29.3178997,0,6.047770023,48.55920029,14.83880043,14,39.78570175,31.39290047,28.82139969,20,0.753042996,0.0140856,0
30.71089935,174,32.24850082,0,6.16203022,48,14,14,44,39,17,20,0.48882401,0.00386729,0
12.62819958,991,11.67420006,0.040430401,5.753290176,49.99959946,17.00040054,14.00039959,32.64289856,33,34.35710144,10,0.611101985,0.000634493,0
74.6352005,1892,19.88380051,0.044662599,5.245560169,43.7173996,14.53649998,12.55519962,40.79449844,31.36989975,27.8355999,20,0.631150007,0.00086797,1
27.55220032,264,28.13960075,0,6.135550022,47.34090042,14.32960033,13.67039967,44.75279999,37.49440002,17.75279999,20,0.625977993,0.000480613,0
43.37390137,2811,26.93840027,0.00433263,6.011889935,47.28179932,15.28279972,13.52750015,39.74420166,34.04650116,26.20929909,20,0.743538976,0.000171323,0
77.58260345,1014,16.97410011,0.424293995,5.36634016,44.30379868,16.27269936,12.3725996,39,25,36,10,0.610830009,0.000885834,0
22.20490074,1216,23.22430038,0,5.649970055,49.52299881,17.47699928,14.47700024,35.34999847,27.25,37.40000153,10,0.503310025,0.00927989,0
48.32130051,485,28.49130058,0,6.001339912,44,16,12,45.33909988,36.32180023,18.33909988,20,0.560294986,0.000745201,0
39.59149933,2710,22.2322998,0.044109002,5.711929798,47.14849854,17.24480057,13.87240028,37.27030182,32.29729843,30.43239975,20,0.670413017,0.00239753,0
25.80150032,227,23.27330017,0,6.001339912,44,16,12,44,39,17,20,0.584463,0.00656732,0
11.2517004,913,18.20509911,0.162847996,5.536610126,49,18,15,33.59999847,27,39.40000153,10,0.565039992,0.0171664,0
2.835999966,555,13.21930027,0.182171002,5.536610126,49,18,15,32,24,44,10,0.497631013,0.0251442,0
27.70969963,383,24.33930016,0,6.001339912,44,16,12,45.69720078,35.60559845,18.69720078,20,0.584766984,0.00331435,0
48.18849945,2822,27.76650047,0,5.900179863,45.08840179,16.43530083,12.65299988,40.55099869,31.5510006,27.89800072,20,0.754648983,0.00014233,0
74.7437973,1685,24.31839943,0.0417649,5.443120003,45,16,14,37.97259903,25.23290062,36.79449844,10,0.531157017,0.00109374,1
130.7019958,1012,18.26539993,0,5.296390057,39.38619995,11.19309998,12.09659958,43.18180084,32.63639832,24.18180084,20,0.670208991,0.000748299,0
30.72249985,1428,18.87280083,0,5.441860199,43.83789825,15.68669987,13.69439983,38.75859833,24.96549988,36.27590179,30,0.560148001,0.000264029,0
37.75170135,389,27.65139961,0,5.937540054,46.32329941,16.77440071,13.54889965,44,39,17,20,0.572533011,0.00413531,0
46.10860062,2785,23.21850014,0.074559197,5.886449814,46.40480042,16.90719986,13.22840023,38.44440079,30.55559921,31,20,0.699212015,0.00925356,0
66.8526001,779,9.843600273,0.000855988,5.471980095,52,19,17,37.5,29,33.5,20,0.595044971,0.000192466,0
27.39170074,1469,17.99959946,0.51423198,5.390850067,41.43159866,12.28600025,14.03600025,40.07139969,26.82139969,33.10710144,10,0.640058994,0.000683099,0
42.30149841,1063,18.24720001,0.00147869,5.657010078,48.37220001,17.84309959,14.24590015,36.54999924,24.64999962,38.79999924,10,0.498364002,0.00147174,1
32.86640167,2721,23.9253006,0.321547002,5.890940189,47.30450058,17.15449905,13.99100018,39.48479843,31.72730064,28.78790092,20,0.721194983,9.03E-05,0
43.04130173,86,29.04700089,0,5.918960094,47,17,14,44,39,17,40,0.528209984,0.00174935,0
131.0099945,1715,20.0454998,0.376210988,5.354450226,40.58549881,11.65799999,13.25809956,40.83869934,27.20969963,31.95159912,20,0.638764024,0.000210437,1
70.43910217,1306,18.12829971,0.233650997,5.50425005,41.23149872,15.33279991,13.34720039,37.84059906,29.01449966,33.14490128,10,0.559405029,0.000575586,0
53.09569931,1213,15.5152998,0.163286,5.472040176,51.80920029,18.83180046,16.97750092,37.66669846,29.77079964,32.5625,20,0.676229,0.000596003,0
13.36620045,831,24.02540016,0,5.764659882,48.72840118,17.86420059,14,33.5,28.83329964,37.66669846,30,0.553987026,0.00225566,0
37.68439865,2825,25.3477993,0,5.905600071,47.14960098,17.07480049,14,39.71429825,33.08570099,27.20000076,20,0.728501022,0.000731904,0
26.3173008,308,9.895299911,0.083894998,5.548110008,45,13,16,39,25,36,20,0.717628002,0.000205097,0
23.11070061,979,18.63310051,0.099862799,5.740409851,49,18,14,36.70830154,25.25,38.04169846,10,0.512371004,0.000199236,0
31.11529922,1164,15.42870045,0.042222001,5.47096014,51.61899948,18.66130066,16.95770073,36.77780151,30.92589951,32.29629898,20,0.69253999,0.000939392,0
52.3022995,524,26.78639984,0,5.926300049,47.06140137,17.12280083,14.12279987,44.13499832,38.73009872,17.13500023,40,0.602907002,0.00241906,0
27.29710007,1342,16.48699951,0,5.519830227,41.00960159,16.00239944,13.00479984,39.375,31.75,28.875,30,0.499579012,0.000875727,0
21.54070091,2639,22.6480999,0.081867799,5.830959797,48.32939911,17.62700081,14.07549953,36.6957016,29.1739006,34.13040161,20,0.643266976,0.0027257,0
28.03450012,866,16.13809967,0.153806999,5.695610046,48.08860016,17.85519981,13.92780018,37.46429825,28.39290047,34.14289856,30,0.441065997,0.000211708,0
